"row"
"('19995', 'Avatar', '237000000', '2787965087', '150.437577', 'Action', '162.0', 'Avatar', '28')"
"('8053', 'The Three Burials of Melquiades Estrada', '15000000', '12036149', '12.163832', 'Adventure', '121.0', 'The Three Burials of Melquiades Estrada', '12')"
"('8053', 'The Three Burials of Melquiades Estrada', '15000000', '12036149', '12.163832', 'Crime', '121.0', 'The Three Burials of Melquiades Estrada', '80')"
"('8053', 'The Three Burials of Melquiades Estrada', '15000000', '12036149', '12.163832', 'Drama', '121.0', 'The Three Burials of Melquiades Estrada', '18')"
"('8053', 'The Three Burials of Melquiades Estrada', '15000000', '12036149', '12.163832', 'Mystery', '121.0', 'The Three Burials of Melquiades Estrada', '9648')"
"('8053', 'The Three Burials of Melquiades Estrada', '15000000', '12036149', '12.163832', 'Western', '121.0', 'The Three Burials of Melquiades Estrada', '37')"
"('2290', 'Jakob the Liar', '0', '0', '8.962245', 'Comedy', '120.0', 'Jakob the Liar', '35')"
"('2290', 'Jakob the Liar', '0', '0', '8.962245', 'Drama', '120.0', 'Jakob the Liar', '18')"
"('2290', 'Jakob the Liar', '0', '0', '8.962245', 'History', '120.0', 'Jakob the Liar', '36')"
"('5236', 'Kiss Kiss Bang Bang', '15000000', '15785148', '32.690038', 'Action', '103.0', 'Kiss Kiss Bang Bang', '28')"
"('5236', 'Kiss Kiss Bang Bang', '15000000', '15785148', '32.690038', 'Comedy', '103.0', 'Kiss Kiss Bang Bang', '35')"
"('5236', 'Kiss Kiss Bang Bang', '15000000', '15785148', '32.690038', 'Crime', '103.0', 'Kiss Kiss Bang Bang', '80')"
"('5236', 'Kiss Kiss Bang Bang', '15000000', '15785148', '32.690038', 'Mystery', '103.0', 'Kiss Kiss Bang Bang', '9648')"
"('6552', 'Idle Hands', '25000000', '4152230', '8.583217', 'Thriller', '92.0', 'Idle Hands', '53')"
"('6552', 'Idle Hands', '25000000', '4152230', '8.583217', 'Comedy', '92.0', 'Idle Hands', '35')"
"('6552', 'Idle Hands', '25000000', '4152230', '8.583217', 'Horror', '92.0', 'Idle Hands', '27')"
"('1018', 'Mulholland Drive', '15000000', '20117339', '31.60985', 'Thriller', '147.0', 'Mulholland Drive', '53')"
"('1018', 'Mulholland Drive', '15000000', '20117339', '31.60985', 'Drama', '147.0', 'Mulholland Drive', '18')"
"('1018', 'Mulholland Drive', '15000000', '20117339', '31.60985', 'Mystery', '147.0', 'Mulholland Drive', '9648')"
"('10075', 'Blood and Chocolate', '0', '0', '12.295216', 'Drama', '98.0', 'Blood and Chocolate', '18')"
"('10075', 'Blood and Chocolate', '0', '0', '12.295216', 'Fantasy', '98.0', 'Blood and Chocolate', '14')"
"('10075', 'Blood and Chocolate', '0', '0', '12.295216', 'Horror', '98.0', 'Blood and Chocolate', '27')"
"('10075', 'Blood and Chocolate', '0', '0', '12.295216', 'Romance', '98.0', 'Blood and Chocolate', '10749')"
"('38031', 'You Will Meet a Tall Dark Stranger', '22000000', '0', '12.4654', 'Comedy', '98.0', 'You Will Meet a Tall Dark Stranger', '35')"
"('38031', 'You Will Meet a Tall Dark Stranger', '22000000', '0', '12.4654', 'Drama', '98.0', 'You Will Meet a Tall Dark Stranger', '18')"
"('38031', 'You Will Meet a Tall Dark Stranger', '22000000', '0', '12.4654', 'Romance', '98.0', 'You Will Meet a Tall Dark Stranger', '10749')"
"('42188', 'Never Let Me Go', '15000000', '9455232', '30.983397', 'Drama', '104.0', 'Never Let Me Go', '18')"
"('42188', 'Never Let Me Go', '15000000', '9455232', '30.983397', 'Romance', '104.0', 'Never Let Me Go', '10749')"
"('42188', 'Never Let Me Go', '15000000', '9455232', '30.983397', 'Science Fiction', '104.0', 'Never Let Me Go', '878')"
"('112430', 'The Company', '0', '0', '1.485324', 'Drama', '276.0', 'The Company', '18')"
"('6687', 'Transsiberian', '15000000', '5926410', '11.428903', 'Thriller', '111.0', 'Transsiberian', '53')"
"('6687', 'Transsiberian', '15000000', '5926410', '11.428903', 'Crime', '111.0', 'Transsiberian', '80')"
"('6687', 'Transsiberian', '15000000', '5926410', '11.428903', 'Mystery', '111.0', 'Transsiberian', '9648')"
"('13853', 'The Clan of the Cave Bear', '15000000', '0', '5.484679', 'Adventure', '98.0', 'The Clan of the Cave Bear', '12')"
"('13853', 'The Clan of the Cave Bear', '15000000', '0', '5.484679', 'Drama', '98.0', 'The Clan of the Cave Bear', '18')"
"('31306', 'Crazy in Alabama', '0', '0', '5.770246', 'Comedy', '111.0', 'Crazy in Alabama', '35')"
"('31306', 'Crazy in Alabama', '0', '0', '5.770246', 'Drama', '111.0', 'Crazy in Alabama', '18')"
"('8461', 'Funny Games', '15000000', '7938872', '15.175289', 'Horror', '112.0', 'Funny Games', '27')"
"('8461', 'Funny Games', '15000000', '7938872', '15.175289', 'Thriller', '112.0', 'Funny Games', '53')"
"('8461', 'Funny Games', '15000000', '7938872', '15.175289', 'Crime', '112.0', 'Funny Games', '80')"
"('331592', 'Listening', '0', '0', '2.414721', 'Drama', '100.0', 'Listening', '18')"
"('331592', 'Listening', '0', '0', '2.414721', 'Thriller', '100.0', 'Listening', '53')"
"('331592', 'Listening', '0', '0', '2.414721', 'Science Fiction', '100.0', 'Listening', '878')"
"('47692', ""Felicia's Journey"", '0', '0', '0.470645', 'Drama', '116.0', ""Felicia's Journey"", '18')"
"('19', 'Metropolis', '92620000', '650422', '32.351527', 'Drama', '153.0', 'Metropolis', '18')"
"('19', 'Metropolis', '92620000', '650422', '32.351527', 'Science Fiction', '153.0', 'Metropolis', '878')"
"('10045', 'Banlieue 13', '12000000', '9584131', '17.493735', 'Action', '84.0', 'District B13', '28')"
"('10045', 'Banlieue 13', '12000000', '9584131', '17.493735', 'Thriller', '84.0', 'District B13', '53')"
"('10045', 'Banlieue 13', '12000000', '9584131', '17.493735', 'Science Fiction', '84.0', 'District B13', '878')"
"('400', ""Things to Do in Denver When You're Dead"", '8000000', '529766', '6.932221', 'Drama', '116.0', ""Things to Do in Denver When You're Dead"", '18')"
"('400', ""Things to Do in Denver When You're Dead"", '8000000', '529766', '6.932221', 'Crime', '116.0', ""Things to Do in Denver When You're Dead"", '80')"
"('253450', 'åˆºå®¢è�¶éš±å¨˜', '15000000', '632542', '8.142166', 'Action', '105.0', 'The Assassin', '28')"
"('253450', 'åˆºå®¢è�¶éš±å¨˜', '15000000', '632542', '8.142166', 'Drama', '105.0', 'The Assassin', '18')"
"('253450', 'åˆºå®¢è�¶éš±å¨˜', '15000000', '632542', '8.142166', 'History', '105.0', 'The Assassin', '36')"
"('9104', 'Buffalo Soldiers', '15000000', '0', '6.329672', 'Drama', '98.0', 'Buffalo Soldiers', '18')"
"('9104', 'Buffalo Soldiers', '15000000', '0', '6.329672', 'Comedy', '98.0', 'Buffalo Soldiers', '35')"
"('9104', 'Buffalo Soldiers', '15000000', '0', '6.329672', 'War', '98.0', 'Buffalo Soldiers', '10752')"
"('9104', 'Buffalo Soldiers', '15000000', '0', '6.329672', 'Crime', '98.0', 'Buffalo Soldiers', '80')"
"('9104', 'Buffalo Soldiers', '15000000', '0', '6.329672', 'Thriller', '98.0', 'Buffalo Soldiers', '53')"
"('11190', 'Ð’Ð¾Ð·Ð²Ñ€Ð°Ñ‰ÐµÐ½Ð¸Ðµ', '0', '0', '7.744166', 'Thriller', '105.0', 'The Return', '53')"
"('11190', 'Ð’Ð¾Ð·Ð²Ñ€Ð°Ñ‰ÐµÐ½Ð¸Ðµ', '0', '0', '7.744166', 'Drama', '105.0', 'The Return', '18')"
"('11190', 'Ð’Ð¾Ð·Ð²Ñ€Ð°Ñ‰ÐµÐ½Ð¸Ðµ', '0', '0', '7.744166', 'Mystery', '105.0', 'The Return', '9648')"
"('16353', 'Ong Bak 2', '8500000', '8936663', '9.029489', 'Adventure', '98.0', 'Ong Bak 2', '12')"
"('16353', 'Ong Bak 2', '8500000', '8936663', '9.029489', 'Action', '98.0', 'Ong Bak 2', '28')"
"('16353', 'Ong Bak 2', '8500000', '8936663', '9.029489', 'Thriller', '98.0', 'Ong Bak 2', '53')"
"('23759', 'Centurion', '12000000', '6814789', '22.708647', 'Adventure', '97.0', 'Centurion', '12')"
"('23759', 'Centurion', '12000000', '6814789', '22.708647', 'Action', '97.0', 'Centurion', '28')"
"('23759', 'Centurion', '12000000', '6814789', '22.708647', 'Drama', '97.0', 'Centurion', '18')"
"('24206', 'Silent Trigger', '15000000', '76382', '2.609057', 'Drama', '93.0', 'Silent Trigger', '18')"
"('24206', 'Silent Trigger', '15000000', '76382', '2.609057', 'Action', '93.0', 'Silent Trigger', '28')"
"('24206', 'Silent Trigger', '15000000', '76382', '2.609057', 'Thriller', '93.0', 'Silent Trigger', '53')"
"('10185', 'The Midnight Meat Train', '15000000', '3533227', '19.913961', 'Mystery', '98.0', 'The Midnight Meat Train', '9648')"
"('10185', 'The Midnight Meat Train', '15000000', '3533227', '19.913961', 'Drama', '98.0', 'The Midnight Meat Train', '18')"
"('10185', 'The Midnight Meat Train', '15000000', '3533227', '19.913961', 'Crime', '98.0', 'The Midnight Meat Train', '80')"
"('10185', 'The Midnight Meat Train', '15000000', '3533227', '19.913961', 'Thriller', '98.0', 'The Midnight Meat Train', '53')"
"('10185', 'The Midnight Meat Train', '15000000', '3533227', '19.913961', 'Horror', '98.0', 'The Midnight Meat Train', '27')"
"('75033', 'Winnie Mandela', '15000000', '0', '1.897761', 'Drama', '107.0', 'Winnie Mandela', '18')"
"('74536', 'The Son of No One', '15000000', '0', '7.701186', 'Drama', '90.0', 'The Son of No One', '18')"
"('74536', 'The Son of No One', '15000000', '0', '7.701186', 'Thriller', '90.0', 'The Son of No One', '53')"
"('74536', 'The Son of No One', '15000000', '0', '7.701186', 'Crime', '90.0', 'The Son of No One', '80')"
"('31668', ""All The Queen's Men"", '15000000', '23000', '1.833058', 'Action', '99.0', ""All The Queen's Men"", '28')"
"('31668', ""All The Queen's Men"", '15000000', '23000', '1.833058', 'Comedy', '99.0', ""All The Queen's Men"", '35')"
"('31668', ""All The Queen's Men"", '15000000', '23000', '1.833058', 'Drama', '99.0', ""All The Queen's Men"", '18')"
"('31668', ""All The Queen's Men"", '15000000', '23000', '1.833058', 'History', '99.0', ""All The Queen's Men"", '36')"
"('13501', 'The Good Night', '15000000', '20380', '12.185204', 'Comedy', '93.0', 'The Good Night', '35')"
"('13501', 'The Good Night', '15000000', '20380', '12.185204', 'Drama', '93.0', 'The Good Night', '18')"
"('13501', 'The Good Night', '15000000', '20380', '12.185204', 'Romance', '93.0', 'The Good Night', '10749')"
"('13501', 'The Good Night', '15000000', '20380', '12.185204', 'Fantasy', '93.0', 'The Good Night', '14')"
"('13501', 'The Good Night', '15000000', '20380', '12.185204', 'Music', '93.0', 'The Good Night', '10402')"
"('15208', 'Bathory', '0', '0', '2.500218', 'Drama', '141.0', 'Bathory: Countess of Blood', '18')"
"('15208', 'Bathory', '0', '0', '2.500218', 'Fantasy', '141.0', 'Bathory: Countess of Blood', '14')"
"('172391', 'Khumba', '20000000', '27187375', '6.459787', 'Animation', '85.0', 'Khumba', '16')"
"('172391', 'Khumba', '20000000', '27187375', '6.459787', 'Adventure', '85.0', 'Khumba', '12')"
"('172391', 'Khumba', '20000000', '27187375', '6.459787', 'Family', '85.0', 'Khumba', '10751')"
"('262543', 'AutÃ³mata', '7000000', '0', '49.808505', 'Thriller', '110.0', 'Automata', '53')"
"('262543', 'AutÃ³mata', '7000000', '0', '49.808505', 'Science Fiction', '110.0', 'Automata', '878')"
"('9288', 'Dungeons & Dragons: Wrath of the Dragon God', '0', '0', '4.901936', 'Action', '105.0', 'Dungeons & Dragons: Wrath of the Dragon God', '28')"
"('9288', 'Dungeons & Dragons: Wrath of the Dragon God', '0', '0', '4.901936', 'Adventure', '105.0', 'Dungeons & Dragons: Wrath of the Dragon God', '12')"
"('9288', 'Dungeons & Dragons: Wrath of the Dragon God', '0', '0', '4.901936', 'Fantasy', '105.0', 'Dungeons & Dragons: Wrath of the Dragon God', '14')"
"('370980', 'Chiamatemi Francesco - Il Papa della gente', '15000000', '0', '0.738646', 'Drama', None, 'Chiamatemi Francesco - Il Papa della gente', '18')"
"('20083', 'æ–°å®¿äº‹ä»¶', '15000000', '0', '5.294319', 'Drama', '119.0', 'Shinjuku Incident', '18')"
"('20083', 'æ–°å®¿äº‹ä»¶', '15000000', '0', '5.294319', 'Action', '119.0', 'Shinjuku Incident', '28')"
"('20083', 'æ–°å®¿äº‹ä»¶', '15000000', '0', '5.294319', 'Thriller', '119.0', 'Shinjuku Incident', '53')"
"('20083', 'æ–°å®¿äº‹ä»¶', '15000000', '0', '5.294319', 'Crime', '119.0', 'Shinjuku Incident', '80')"
"('40880', 'Pandaemonium', '0', '0', '0.165367', 'Drama', '124.0', 'Pandaemonium', '18')"
"('40880', 'Pandaemonium', '0', '0', '0.165367', 'Foreign', '124.0', 'Pandaemonium', '10769')"
"('137', 'Groundhog Day', '14600000', '70906973', '52.744331', 'Romance', '101.0', 'Groundhog Day', '10749')"
"('137', 'Groundhog Day', '14600000', '70906973', '52.744331', 'Fantasy', '101.0', 'Groundhog Day', '14')"
"('137', 'Groundhog Day', '14600000', '70906973', '52.744331', 'Drama', '101.0', 'Groundhog Day', '18')"
"('137', 'Groundhog Day', '14600000', '70906973', '52.744331', 'Comedy', '101.0', 'Groundhog Day', '35')"
"('264999', 'Magic Mike XXL', '14800000', '122513057', '29.660993', 'Comedy', '115.0', 'Magic Mike XXL', '35')"
"('264999', 'Magic Mike XXL', '14800000', '122513057', '29.660993', 'Drama', '115.0', 'Magic Mike XXL', '18')"
"('264999', 'Magic Mike XXL', '14800000', '122513057', '29.660993', 'Music', '115.0', 'Magic Mike XXL', '10402')"
"('454', 'Romeo + Juliet', '14500000', '147298761', '41.493042', 'Drama', '120.0', 'Romeo + Juliet', '18')"
"('454', 'Romeo + Juliet', '14500000', '147298761', '41.493042', 'Romance', '120.0', 'Romeo + Juliet', '10749')"
"('53457', ""Elle s'appelait Sarah"", '10000000', '17511906', '10.072199', 'Drama', '111.0', ""Sarah's Key"", '18')"
"('53457', ""Elle s'appelait Sarah"", '10000000', '17511906', '10.072199', 'War', '111.0', ""Sarah's Key"", '10752')"
"('288980', 'Freedom', '14500000', '0', '4.389363', 'Drama', '98.0', 'Freedom', '18')"
"('33', 'Unforgiven', '14000000', '159157447', '37.380435', 'Western', '131.0', 'Unforgiven', '37')"
"('1951', 'Manderlay', '14200000', '674918', '7.05145', 'Drama', '139.0', 'Manderlay', '18')"
"('12405', 'Slumdog Millionaire', '15000000', '377910544', '59.258969', 'Drama', '120.0', 'Slumdog Millionaire', '18')"
"('12405', 'Slumdog Millionaire', '15000000', '377910544', '59.258969', 'Romance', '120.0', 'Slumdog Millionaire', '10749')"
"('10998', 'Fatal Attraction', '14000000', '320145693', '16.742972', 'Drama', '119.0', 'Fatal Attraction', '18')"
"('10998', 'Fatal Attraction', '14000000', '320145693', '16.742972', 'Romance', '119.0', 'Fatal Attraction', '10749')"
"('10998', 'Fatal Attraction', '14000000', '320145693', '16.742972', 'Thriller', '119.0', 'Fatal Attraction', '53')"
"('114', 'Pretty Woman', '14000000', '463000000', '45.473484', 'Romance', '119.0', 'Pretty Woman', '10749')"
"('114', 'Pretty Woman', '14000000', '463000000', '45.473484', 'Comedy', '119.0', 'Pretty Woman', '35')"
"('9396', 'Crocodile Dundee II', '0', '239606210', '15.474831', 'Adventure', '110.0', 'Crocodile Dundee II', '12')"
"('9396', 'Crocodile Dundee II', '0', '239606210', '15.474831', 'Comedy', '110.0', 'Crocodile Dundee II', '35')"
"('319910', 'Broken Horses', '0', '0', '4.289676', 'Thriller', '101.0', 'Broken Horses', '53')"
"('319910', 'Broken Horses', '0', '0', '4.289676', 'Mystery', '101.0', 'Broken Horses', '9648')"
"('319910', 'Broken Horses', '0', '0', '4.289676', 'Drama', '101.0', 'Broken Horses', '18')"
"('319910', 'Broken Horses', '0', '0', '4.289676', 'Crime', '101.0', 'Broken Horses', '80')"
"('2604', 'Born on the Fourth of July', '14000000', '161001698', '25.949277', 'Drama', '145.0', 'Born on the Fourth of July', '18')"
"('2604', 'Born on the Fourth of July', '14000000', '161001698', '25.949277', 'War', '145.0', 'Born on the Fourth of July', '10752')"
"('864', 'Cool Runnings', '14000000', '154864401', '22.409117', 'Comedy', '98.0', 'Cool Runnings', '35')"
"('14435', 'My Bloody Valentine', '15000000', '100734718', '13.706357', 'Mystery', '101.0', 'My Bloody Valentine', '9648')"
"('14435', 'My Bloody Valentine', '15000000', '100734718', '13.706357', 'Horror', '101.0', 'My Bloody Valentine', '27')"
"('1931', 'Stomp the Yard', '13000000', '75511123', '6.92205', 'Drama', '114.0', 'Stomp the Yard', '18')"
"('1931', 'Stomp the Yard', '13000000', '75511123', '6.92205', 'Music', '114.0', 'Stomp the Yard', '10402')"
"('691', 'The Spy Who Loved Me', '14000000', '185438673', '27.17347', 'Adventure', '125.0', 'The Spy Who Loved Me', '12')"
"('691', 'The Spy Who Loved Me', '14000000', '185438673', '27.17347', 'Action', '125.0', 'The Spy Who Loved Me', '28')"
"('691', 'The Spy Who Loved Me', '14000000', '185438673', '27.17347', 'Thriller', '125.0', 'The Spy Who Loved Me', '53')"
"('9877', 'Urban Legend', '14000000', '72527595', '12.159009', 'Horror', '99.0', 'Urban Legend', '27')"
"('9877', 'Urban Legend', '14000000', '72527595', '12.159009', 'Thriller', '99.0', 'Urban Legend', '53')"
"('62008', 'Good Deeds', '0', '0', '4.448494', 'Comedy', '111.0', 'Good Deeds', '35')"
"('62008', 'Good Deeds', '0', '0', '4.448494', 'Drama', '111.0', 'Good Deeds', '18')"
"('62008', 'Good Deeds', '0', '0', '4.448494', 'Romance', '111.0', 'Good Deeds', '10749')"
"('12227', 'White Fang', '14000000', '34793160', '13.13724', 'Action', '107.0', 'White Fang', '28')"
"('12227', 'White Fang', '14000000', '34793160', '13.13724', 'Adventure', '107.0', 'White Fang', '12')"
"('12227', 'White Fang', '14000000', '34793160', '13.13724', 'Drama', '107.0', 'White Fang', '18')"
"('12227', 'White Fang', '14000000', '34793160', '13.13724', 'Family', '107.0', 'White Fang', '10751')"
"('13824', 'Superstar', '0', '0', '4.04701', 'Comedy', '81.0', 'Superstar', '35')"
"('13824', 'Superstar', '0', '0', '4.04701', 'Family', '81.0', 'Superstar', '10751')"
"('71688', 'The Iron Lady', '13000000', '114956699', '23.3784', 'History', '105.0', 'The Iron Lady', '36')"
"('71688', 'The Iron Lady', '13000000', '114956699', '23.3784', 'Drama', '105.0', 'The Iron Lady', '18')"
"('15173', 'Jonah: A VeggieTales Movie', '0', '0', '1.446172', 'Action', '82.0', 'Jonah: A VeggieTales Movie', '28')"
"('15173', 'Jonah: A VeggieTales Movie', '0', '0', '1.446172', 'Adventure', '82.0', 'Jonah: A VeggieTales Movie', '12')"
"('15173', 'Jonah: A VeggieTales Movie', '0', '0', '1.446172', 'Animation', '82.0', 'Jonah: A VeggieTales Movie', '16')"
"('15173', 'Jonah: A VeggieTales Movie', '0', '0', '1.446172', 'Comedy', '82.0', 'Jonah: A VeggieTales Movie', '35')"
"('15173', 'Jonah: A VeggieTales Movie', '0', '0', '1.446172', 'Family', '82.0', 'Jonah: A VeggieTales Movie', '10751')"
"('15173', 'Jonah: A VeggieTales Movie', '0', '0', '1.446172', 'Fantasy', '82.0', 'Jonah: A VeggieTales Movie', '14')"
"('15173', 'Jonah: A VeggieTales Movie', '0', '0', '1.446172', 'Romance', '82.0', 'Jonah: A VeggieTales Movie', '10749')"
"('8291', 'Poetic Justice', '14000000', '27515786', '3.650857', 'Drama', '109.0', 'Poetic Justice', '18')"
